井号,年 月,层 位,有效厚度,生产天数,动液面(m),月产液,月产油(t),月产水(m3),累产油(10^4t),累产水(10^4m3)
9号井,201405,S2F2-S2F2,12,30.16,865,9578,452,9126,10.1064,69.6863
9号井,201406,S2F2-S2F2,12,29.2,856,9377,458,8919,10.1522,70.5782
9号井,201407,S2F2-S2F2,12,27.22,858,8291,385,7906,10.1907,71.3688
9号井,201408,S2F2-S2F2,12,30.19,874,9281,430,8851,10.2337,72.2539
9号井,201409,S2F2-S2F2,12,29.11,826,8861,334,8527,10.2671,73.1066
9号井,201410,S2F2-S2F2,12,31,820,9530,358,9172,10.3029,74.0238
9号井,201411,S2F2-S2F2,12,29.14,838,8693,319,8374,10.3348,74.8612
9号井,201412,S2F2-S2F2,12,30.17,810,8964,246,8718,10.3594,75.733
9号井,201501,S2F2-S2F2,12,31,824,9515,247,9268,10.3841,76.6598
9号井,201502,S2F2-S2F2,12,23.07,942,6949,153,6796,10.3994,77.3394
9号井,201503,S2F2-S2F2,12,31,934,9458,256,9202,10.425,78.2596
9号井,201504,S2F2-S2F2,12,30,944,9127,260,8867,10.451,79.1463
9号井,201505,S2F2-S2F2,12,30.17,1074,9135,245,8890,10.4755,80.0353
9号井,201506,S2F2-S2F2,12,30,1082,8797,228,8569,10.4983,80.8922
9号井,201507,S2F2-S2F2,12,31,1078,9148,269,8879,10.5252,81.7801
9号井,201508,S2F2-S2F2,12,30.2,1064,9167,279,8888,10.5531,82.6689
9号井,201509,S2F2-S2F2,12,29.22,1060,8854,249,8605,10.578,83.5294
9号井,201510,S2F2-S2F2,12,31,1032,9074,242,8832,10.6022,84.4126
9号井,201511,S2F2-S2F2,12,29.22,948,8557,205,8352,10.6227,85.2478
9号井,201512,S2F2-S2F2,12,30.22,932,8926,207,8719,10.6434,86.1197
9号井,201601,S2F2-S2F2,12,30.14,934,9174,214,8960,10.6648,87.0157
9号井,201602,S2F2-S2F2,12,28.15,944,8475,202,8273,10.685,87.843
9号井,201603,S2F2-S2F2,12,30.22,935,8761,203,8558,10.7053,88.6988
9号井,201604,S2F2-S2F2,12,29.22,940,8276,190,8086,10.7243,89.5074
9号井,201605,S2F2-S2F2,12,30.12,932,8234,173,8061,10.7416,90.3135
9号井,201606,S2F2-S2F2,12,29.23,884,8104,142,7962,10.7558,91.1097
9号井,201607,S2F2-S2F2,12,31,814,8630,161,8469,10.7719,91.9566
9号井,201608,S2F2-S2F2,12,31,852,8553,162,8391,10.7881,92.7957
9号井,201609,S2F2-S2F2,12,30,824,8062,168,7894,10.8049,93.5851
9号井,201610,S2F2-S2F2,12,30.23,874,8326,163,8163,10.8212,94.4014
9号井,201611,S2F2-S2F2,12,29.12,776,7772,183,7589,10.8395,95.1603
9号井,201612,S2F2-S2F2,12,31,860,8108,220,7888,10.8615,95.9491
9号井,201701,S2F2-S2F2,12,31,882,6082,148,5934,10.8763,96.5425
9号井,201702,S2F2-S2F2,12,27.22,936,4274,91,4183,10.8854,96.9608
9号井,201703,S2F2-S2F2,12,30.21,846,4699,97,4602,10.8951,97.421
9号井,201704,S2F2-S2F2,12,30,850,4585,97,4488,10.9048,97.8698
9号井,201705,S2F2-S2F2,12,31,,4752,103,4649,10.9151,98.3347
9号井,201706,S2F2-S2F2,12,22.2,1179,4392,72,4320,10.9223,98.7667
9号井,201707,S2F2-S2F2,12,30.21,1193,7843,163,7680,10.9386,99.5347
9号井,201708,S2F2-S2F2,12,30.23,1219,7884,262,7622,10.9648,100.2969
9号井,201709,S2F2-S2F2,12,30,1228,7665,238,7427,10.9886,101.0396
9号井,201710,S2F2-S2F2,12,30.12,767,7771,255,7516,11.0141,101.7912
9号井,201711,S2F2-S2F2,12,29.22,836,7624,258,7366,11.0399,102.5278
9号井,201712,S2F2-S2F2,12,30.23,817,7888,287,7601,11.0686,103.2879
9号井,201801,S2F2-S2F2,12,30.23,796,7887,296,7591,11.0982,104.047
9号井,201802,S2F2-S2F2,12,27.22,804,7106,259,6847,11.1241,104.7317
9号井,201803,S2F2-S2F2,12,31,785,7920,294,7626,11.1535,105.4943
9号井,201804,S2F2-S2F2,12,29.23,829,7633,287,7346,11.1822,106.2289
9号井,201805,S2F2-S2F2,12,31,779,7920,242,7678,11.2064,106.9967
9号井,201806,S2F2-S2F2,12,29.23,712,7428,215,7213,11.2279,107.718
9号井,201807,S2F2-S2F2,12,30.16,739,7278,201,7077,11.248,108.4257
9号井,201808,S2F2-S2F2,12,30.02,758,7205,188,7017,11.2668,109.1274
9号井,201809,S2F2-S2F2,12,30,782,7360,202,7158,11.287,109.8432
9号井,201810,S2F2-S2F2,12,31,773,7683,197,7486,11.3067,110.5918
9号井,201811,S2F2-S2F2,12,29.16,866,7340,195,7145,11.3262,111.3063
9号井,201812,S2F2-S2F2,12,30.23,889,7334,166,7168,11.3428,112.0231
9号井,201901,S2F2-S2F2,12,31,809,7184,181,7003,11.3609,112.7234
9号井,201902,S2F2-S2F2,12,28,730,6279,145,6134,11.3754,113.3368
9号井,201903,S2F2-S2F2,12,30.22,694,7076,167,6909,11.3921,114.0277
9号井,201904,S2F2-S2F2,12,30,786,6724,170,6554,11.4091,114.6831
9号井,201905,S2F2-S2F2,12,31,832,7231,193,7038,11.4284,115.3869
9号井,201906,S2F2-S2F2,12,30,879,7002,192,6810,11.4476,116.0679
9号井,201907,S2F2-S2F2,12,31,861,7107,170,6937,11.4646,116.7616
9号井,201908,S2F2-S2F2,12,30.23,836,7129,158,6971,11.4804,117.4587
9号井,201909,S2F2-S2F2,12,30,847,6882,146,6736,11.495,118.1323
9号井,201910,S2F2-S2F2,12,30.09,859,7080,142,6938,11.5092,118.8261
9号井,201911,S2F2-S2F2,12,29.15,821,7349,152,7197,11.5244,119.5458
9号井,201912,S2F2-S2F2,12,31,797,8186,183,8003,11.5427,120.3461
9号井,202001,S2F2-S2F2,12,31,866,8293,158,8135,11.5585,121.1596
9号井,202002,S2F2-S2F2,12,29,839,7666,149,7517,11.5734,121.9113
9号井,202003,S2F2-S2F2,12,31,778,7997,181,7816,11.5915,122.6929
9号井,202004,S2F2-S2F2,12,30,759,7536,189,7347,11.6104,123.4276
9号井,202005,S2F2-S2F2,12,31,857,7696,196,7500,11.63,124.1776
9号井,202006,S2F2-S2F2,12,30,874,7634,211,7423,11.6511,124.9199
9号井,202007,S2F2-S2F2,12,31,810,8093,206,7887,11.6717,125.7086
9号井,202008,S2F2-S2F2,12,30.06,794,7587,177,7410,11.6894,126.4496
9号井,202009,S2F2-S2F2,12,30,754,7689,182,7507,11.7076,127.2003
9号井,202010,S2F2-S2F2,12,31,801,8169,183,7986,11.7259,127.9989
9号井,202011,S2F2-S2F2,12,30,830,7503,162,7341,11.7421,128.733
9号井,202012,S2F2-S2F2,12,30.12,924,7306,169,7137,11.759,129.4467
9号井,202101,S2F2-S2F2,12,31,950,7461,138,7323,11.7728,130.179
9号井,202102,S2F2-S2F2,12,28,933,6862,114,6748,11.7842,130.8538
9号井,202103,S2F2-S2F2,12,30.23,942,7546,125,7421,11.7967,131.5959
9号井,202104,S2F2-S2F2,12,29.07,988,7102,156,6946,11.8123,132.2905
9号井,202105,S2F2-S2F2,12,30.23,1014,7614,153,7461,11.8276,133.0366
9号井,202106,S2F2-S2F2,12,29.22,1093,7295,131,7164,11.8407,133.753
9号井,202107,S2F2-S2F2,12,31,1138,7478,121,7357,11.8528,134.4887
9号井,202108,S2F2-S2F2,12,31,1058,7581,126,7455,11.8654,135.2342
9号井,202109,S2F2-S2F2,12,30,1041,7750,120,7630,11.8774,135.9972
9号井,202110,S2F2-S2F2,12,31,1069,7731,124,7607,11.8898,136.7579
9号井,202111,S2F2-S2F2,12,29.12,1037,7779,111,7668,11.9009,137.5247
9号井,202112,S2F2-S2F2,12,31,986,8143,164,7979,11.9173,138.3226
10号井,200111,S2F2-S2F2,16.6,25.21,1362,384,325,59,0.0325,0.0059
10号井,200112,S2F2-S2F2,16.6,30.21,1372,387,383,4,0.0708,0.0063
10号井,200201,S2F2-S2F2,16.6,30.23,1376,486,471,15,0.1179,0.0078
10号井,200202,S2F2-S2F2,16.6,27.21,,368,346,22,0.1525,0.01
10号井,200203,S2F2-S2F2,16.6,30.21,1417,257,253,4,0.1778,0.0104
10号井,200204,S2F2-S2F2,16.6,29.15,1413,442,442,,0.222,0.0104
10号井,200205,S2F2-S2F2,16.6,30.19,1398,582,582,,0.2802,0.0104
10号井,200206,S2F2-S2F2,16.6,29.21,1381,566,566,,0.3368,0.0104
10号井,200207,S2F2-S2F2,16.6,29.17,1375,601,488,113,0.3856,0.0217
10号井,200208,S2F2-S2F2,16.6,30.14,1432,605,470,135,0.4326,0.0352
10号井,200209,S2F2-S2F2,16.6,29.21,1436,555,415,140,0.4741,0.0492
10号井,200210,S2F2-S2F2,16.6,30.14,1430,467,348,119,0.5089,0.0611
10号井,200211,S2F2-S2F2,16.6,29.05,1400,547,417,130,0.5506,0.0741
10号井,200212,S2F2-S2F2,16.6,30.18,1432,548,413,135,0.5919,0.0876
10号井,200301,S2F2-S2F2,16.6,30.17,1444,598,428,170,0.6347,0.1046
10号井,200302,S2F2-S2F2,16.6,27.11,1366,518,432,86,0.6779,0.1132
10号井,200303,S2F2-S2F2,16.6,30.2,1333,543,454,89,0.7233,0.1221
10号井,200304,S2F2-S2F2,16.6,29.21,1311,422,353,69,0.7586,0.129
10号井,200305,S2F2-S2F2,16.6,30.17,1288,430,378,52,0.7964,0.1342
10号井,200306,S2F2-S2F2,16.6,29.21,1288,493,466,27,0.843,0.1369
10号井,200307,S2F2-S2F2,16.6,30.16,1329,505,483,22,0.8913,0.1391
10号井,200308,S2F2-S2F2,16.6,30.21,1328,498,479,19,0.9392,0.141
10号井,200309,S2F2-S2F2,16.6,29.21,1362,492,458,34,0.985,0.1444
10号井,200310,S2F2-S2F2,16.6,30.04,1225,588,469,119,1.0319,0.1563
10号井,200311,S2F2-S2F2,16.6,29.19,1212,557,477,80,1.0796,0.1643
10号井,200312,S2F2-S2F2,16.6,30.21,1262,362,336,26,1.1132,0.1669
10号井,200401,S2F2-S2F2,16.6,30.21,1189,261,248,13,1.138,0.1682
10号井,200402,S2F2-S2F2,16.6,28.19,1188,297,282,15,1.1662,0.1697
10号井,200403,S2F2-S2F2,16.6,30.21,,435,410,25,1.2072,0.1722
10号井,200404,S2F2-S2F2,16.6,25.16,1281,431,391,40,1.2463,0.1762
10号井,200405,S2F2-S2F2,16.6,30.01,,1283,1096,187,1.3559,0.1949
10号井,200406,S2F2-S2F2,16.6,29.16,1228,1046,970,76,1.4529,0.2025
10号井,200407,S2F2-S2F2,16.6,30.06,1451,1088,1000,88,1.5529,0.2113
10号井,200408,S2F2-S2F2,16.6,31,1409,1084,980,104,1.6509,0.2217
10号井,200409,S2F2-S2F2,16.6,29.22,1432,994,906,88,1.7415,0.2305
10号井,200410,S2F2-S2F2,16.6,31,1344,909,811,98,1.8226,0.2403
10号井,200411,S2F2-S2F2,16.6,29.21,1242,712,628,84,1.8854,0.2487
10号井,200412,S2F2-S2F2,16.6,31,1074,806,687,119,1.9541,0.2606
10号井,200501,S2F2-S2F2,16.6,30.19,1260,872,687,185,2.0228,0.2791
10号井,200502,S2F2-S2F2,16.6,27.06,1144,664,443,221,2.0671,0.3012
10号井,200503,S2F2-S2F2,16.6,23.13,1166,728,469,259,2.114,0.3271
10号井,200504,S2F2-S2F2,16.6,16.22,,559,338,221,2.1478,0.3492
10号井,200505,S2F2-S2F2,16.6,18.07,,596,352,244,2.183,0.3736
10号井,200506,S2F2-S2F2,16.6,29,,793,425,368,2.2255,0.4104
10号井,200507,S2F2-S2F2,16.6,30.16,,893,457,436,2.2712,0.454
10号井,200508,S2F2-S2F2,16.6,30.17,,740,408,332,2.312,0.4872
10号井,200509,S2F2-S2F2,16.6,26.2,,471,264,207,2.3384,0.5079
10号井,200510,S2F2-S2F2,16.6,25.04,,578,264,314,2.3648,0.5393
10号井,200511,S2F2-S2F2,16.6,29.13,,643,314,329,2.3962,0.5722
10号井,200512,S2F2-S2F2,16.6,30.15,,532,233,299,2.4195,0.6021
10号井,200601,S2F2-S2F2,16.6,23.1,,363,137,226,2.4332,0.6247
10号井,200602,S2F2-S2F2,16.6,28,1333,421,130,291,2.4462,0.6538
10号井,200603,S2F2-S2F2,16.6,30.16,,432,172,260,2.4634,0.6798
10号井,200604,S2F2-S2F2,16.6,29.22,,493,192,301,2.4826,0.7099
10号井,200605,S2F2-S2F2,16.6,30,1652,502,179,323,2.5005,0.7422
10号井,200606,S2F2-S2F2,16.6,29.22,1683,515,161,354,2.5166,0.7776
10号井,200607,S2F2-S2F2,16.6,30.14,,573,192,381,2.5358,0.8157
10号井,200608,S2F2-S2F2,16.6,30.17,1820,594,243,351,2.5601,0.8508
10号井,200609,S2F2-S2F2,16.6,15.1,1114,293,93,200,2.5694,0.8708
10号井,200610,S2F2-S2F2,16.6,30.18,1288,628,141,487,2.5835,0.9195
10号井,200611,S2F2-S2F2,16.6,29.2,,631,149,482,2.5984,0.9677
10号井,200612,S2F2-S2F2,16.6,30.16,1582,689,230,459,2.6214,1.0136
10号井,200701,S2F2-S2F2,16.6,30.22,1568,733,223,510,2.6437,1.0646
10号井,200702,S2F2-S2F2,16.6,27.22,1430,754,166,588,2.6603,1.1234
10号井,200703,S2F2-S2F2,16.6,30.22,1373,732,163,569,2.6766,1.1803
10号井,200704,S2F2-S2F2,16.6,24.18,,595,93,502,2.6859,1.2305
10号井,200705,S2F2-S2F2,16.6,30.17,1281,653,118,535,2.6977,1.284
10号井,200706,S2F2-S2F2,16.6,29.22,,641,123,518,2.71,1.3358
10号井,200707,S2F2-S2F2,16.6,30.12,,638,108,530,2.7208,1.3888
10号井,200708,S2F2-S2F2,16.6,22,,455,83,372,2.7291,1.426
10号井,200709,S2F2-S2F4,22.4,29.15,,920,142,778,2.7433,1.5038
10号井,200710,S2F2-S2F4,22.4,30.22,,831,139,692,2.7572,1.573
10号井,200711,S2F2-S2F4,22.4,29.19,,723,118,605,2.769,1.6335
10号井,200712,S2F2-S2F4,22.4,21.13,1333,466,42,424,2.7732,1.6759
10号井,200801,S2F2-S2F4,22.4,29.14,1356,659,73,586,2.7805,1.7345
10号井,200802,S2F2-S2F4,22.4,28.19,,661,87,574,2.7892,1.7919
10号井,200803,S2F2-S2F4,22.4,30.19,1304,609,78,531,2.797,1.845
10号井,200804,S2F2-S2F4,22.4,22.14,1108,305,35,270,2.8005,1.872
10号井,200805,S2F2-S2F4,22.4,30.2,1366,645,83,562,2.8088,1.9282
10号井,200806,S2F2-S2F4,22.4,29.22,1462,470,67,403,2.8155,1.9685
10号井,200807,S2F2-S2F4,22.4,30.11,,500,68,432,2.8223,2.0117
10号井,200808,S2F2-S2F4,22.4,30.22,1371,493,65,428,2.8288,2.0545
10号井,200809,S2F2-S2F4,22.4,29.22,1383,483,72,411,2.836,2.0956
10号井,200810,S2F2-S2F4,22.4,29.2,1353,501,72,429,2.8432,2.1385
10号井,200811,S2F2-S2F4,22.4,29.22,,500,82,418,2.8514,2.1803
10号井,200812,S2F2-S2F4,22.4,18.06,,296,52,244,2.8566,2.2047
11号井,200006,S2F2-S2F2,18,27.08,428,1118,1054,64,0.1054,0.0064
11号井,200007,S2F2-S2F2,18,30.22,438,1233,1232,1,0.2286,0.0065
11号井,200008,S2F2-S2F2,18,30.21,504,1001,1001,,0.3287,0.0065
11号井,200009,S2F2-S2F2,18,29.16,558,899,899,,0.4186,0.0065
11号井,200010,S2F2-S2F2,18,30.19,694,1127,1127,,0.5313,0.0065
11号井,200011,S2F2-S2F2,18,30,715,1717,1717,,0.703,0.0065
11号井,200012,S2F2-S2F2,18,30.21,687,1660,1660,,0.869,0.0065
11号井,200101,S2F2-S2F2,18,30.18,721,1600,1600,,1.029,0.0065
11号井,200102,S2F2-S2F2,18,27.12,819,1325,1325,,1.1615,0.0065
11号井,200103,S2F2-S2F2,18,30.06,885,1436,1436,,1.3051,0.0065
11号井,200104,S2F2-S2F2,18,29.11,745,1409,1409,,1.446,0.0065
11号井,200105,S2F2-S2F2,18,30.21,589,1473,1473,,1.5933,0.0065
11号井,200106,S2F2-S2F2,18,30,914,1439,1439,,1.7372,0.0065
11号井,200107,S2F2-S2F2,18,30.21,604,1340,1340,,1.8712,0.0065
11号井,200108,S2F2-S2F2,18,30.21,618,1237,1237,,1.9949,0.0065
11号井,200109,S2F2-S2F2,18,29.21,708,1159,1159,,2.1108,0.0065
11号井,200110,S2F2-S2F2,18,30.21,,1109,1109,,2.2217,0.0065
11号井,200111,S2F2-S2F2,18,29.21,975,1125,1125,,2.3342,0.0065
11号井,200112,S2F2-S2F2,18,30.21,630,1175,1175,,2.4517,0.0065
11号井,200201,S2F2-S2F2,18,30.21,624,1256,1256,,2.5773,0.0065
11号井,200202,S2F2-S2F2,18,27.21,,1029,1029,,2.6802,0.0065
11号井,200203,S2F2-S2F2,18,30.21,,1228,1228,,2.803,0.0065
11号井,200204,S2F2-S2F2,18,29.21,960,1010,1010,,2.904,0.0065
11号井,200205,S2F2-S2F2,18,30.19,,1120,1120,,3.016,0.0065
11号井,200206,S2F2-S2F2,18,29.21,930,1218,1218,,3.1378,0.0065
11号井,200207,S2F2-S2F2,18,30.17,,1315,1315,,3.2693,0.0065
11号井,200208,S2F2-S2F2,18,30.21,925,1314,1314,,3.4007,0.0065
11号井,200209,S2F2-S2F2,18,29.19,1187,1284,1284,,3.5291,0.0065
11号井,200210,S2F2-S2F2,18,30.21,491,1364,1364,,3.6655,0.0065
11号井,200211,S2F2-S2F2,18,29.18,537,1341,1341,,3.7996,0.0065
11号井,200212,S2F2-S2F2,18,31,483,1525,1525,,3.9521,0.0065
11号井,200301,S2F2-S2F2,18,30.09,,1542,1542,,4.1063,0.0065
11号井,200302,S2F2-S2F2,18,27.21,,1445,1445,,4.2508,0.0065
11号井,200303,S2F2-S2F2,18,30.21,,1401,1401,,4.3909,0.0065
11号井,200304,S2F2-S2F2,18,29.19,,1367,1367,,4.5276,0.0065
11号井,200305,S2F2-S2F2,18,30.18,,1424,1423,1,4.6699,0.0066
11号井,200306,S2F2-S2F2,18,29.21,449,1384,1376,8,4.8075,0.0074
11号井,200307,S2F2-S2F2,18,30.16,,1436,1424,12,4.9499,0.0086
11号井,200308,S2F2-S2F2,18,24.08,745,1696,1365,331,5.0864,0.0417
11号井,200309,S2F2-S2F2,18,29.11,915,2259,1562,697,5.2426,0.1114
11号井,200310,S2F2-S2F2,18,31,736,2182,1469,713,5.3895,0.1827
11号井,200311,S2F2-S2F2,18,30,757,1869,1230,639,5.5125,0.2466
11号井,200312,S2F2-S2F2,18,31,,1862,1206,656,5.6331,0.3122
11号井,200401,S2F2-S2F2,18,31,,1858,1197,661,5.7528,0.3783
11号井,200402,S2F2-S2F2,18,29,752,1722,1108,614,5.8636,0.4397
11号井,200403,S2F2-S2F2,18,31,,1748,1142,606,5.9778,0.5003
11号井,200404,S2F2-S2F2,18,30,721,1633,1019,614,6.0797,0.5617
11号井,200405,S2F2-S2F2,18,29.16,764,1981,1105,876,6.1902,0.6493
11号井,200406,S2F2-S2F2,18,29.21,854,2366,1252,1114,6.3154,0.7607
11号井,200407,S2F2-S2F2,18,30.22,832,2594,1243,1351,6.4397,0.8958
11号井,200408,S2F2-S2F2,18,30.2,,2755,1193,1562,6.559,1.052
11号井,200409,S2F2-S2F2,18,29.12,862,2444,950,1494,6.654,1.2014
11号井,200410,S2F2-S2F2,18,30.04,,6634,2002,4632,6.8542,1.6646
11号井,200411,S2F2-S2F2,18,29.21,1190,7180,2005,5175,7.0547,2.1821
11号井,200412,S2F2-S2F2,18,29.23,1097,7841,2081,5760,7.2628,2.7581
11号井,200501,S2F2-S2F2,18,30.14,678,8170,2154,6016,7.4782,3.3597
11号井,200502,S2F2-S2F2,18,27.22,332,7457,1844,5613,7.6626,3.921
11号井,200503,S2F2-S2F2,18,30.2,266,8099,1943,6156,7.8569,4.5366
11号井,200504,S2F2-S2F2,18,29.13,406,7877,1940,5937,8.0509,5.1303
11号井,200505,S2F2-S2F2,18,30.19,473,8492,2015,6477,8.2524,5.778
11号井,200506,S2F2-S2F2,18,29.15,120,8119,1817,6302,8.4341,6.4082
11号井,200507,S2F2-S2F2,18,30.21,505,8598,1808,6790,8.6149,7.0872
11号井,200508,S2F2-S2F2,18,30.17,302,8949,1806,7143,8.7955,7.8015
11号井,200509,S2F2-S2F2,18,30,447,8374,1608,6766,8.9563,8.4781
11号井,200510,S2F2-S2F2,18,31,50,8433,1596,6837,9.1159,9.1618
11号井,200511,S2F2-S2F2,18,30,248,7995,1629,6366,9.2788,9.7984
11号井,200512,S2F2-S2F2,18,31,256,8381,1618,6763,9.4406,10.4747
11号井,200601,S2F2-S2F2,18,30.05,378,8084,1607,6477,9.6013,11.1224
11号井,200602,S2F2-S2F2,18,28,854,7065,1477,5588,9.749,11.6812
11号井,200603,S2F2-S2F2,18,28.14,1058,7362,1462,5900,9.8952,12.2712
11号井,200604,S2F2-S2F2,18,29.2,992,8359,1484,6875,10.0436,12.9587
11号井,200605,S2F2-S2F2,18,30.22,1050,8639,1525,7114,10.1961,13.6701
11号井,200606,S2F2-S2F2,18,29.19,1256,8291,1412,6879,10.3373,14.358
11号井,200607,S2F2-S2F2,18,30.22,1245,8807,1413,7394,10.4786,15.0974
11号井,200608,S2F2-S2F2,18,30.22,1209,8738,1317,7421,10.6103,15.8395
11号井,200609,S2F2-S2F2,18,29.22,1283,8196,1218,6978,10.7321,16.5373
11号井,200610,S2F2-S2F2,18,31,1285,8407,1367,7040,10.8688,17.2413
11号井,200611,S2F2-S2F2,18,30,1112,8443,1312,7131,11,17.9544
11号井,200612,S2F2-S2F2,18,31,1084,8766,1486,7280,11.1486,18.6824
11号井,200701,S2F2-S2F2,18,31,488,8955,1373,7582,11.2859,19.4406
11号井,200702,S2F2-S2F2,18,28,339,8259,1254,7005,11.4113,20.1411
11号井,200703,S2F2-S2F2,18,30.22,333,9876,1502,8374,11.5615,20.9785
11号井,200704,S2F2-S2F2,18,30,438,9245,1333,7912,11.6948,21.7697
11号井,200705,S2F2-S2F2,18,30.22,525,9889,1353,8536,11.8301,22.6233
11号井,200706,S2F2-S2F2,18,29.21,397,10697,1395,9302,11.9696,23.5535
11号井,200707,S2F2-S2F2,18,30.12,568,10422,1315,9107,12.1011,24.4642
11号井,200708,S2F2-S2F2,18,30.16,,9911,1210,8701,12.2221,25.3343
11号井,200709,S2F2-S2F2,18,30,934,8629,900,7729,12.3121,26.1072
11号井,200710,S2F2-S2F2,18,31,1237,10391,998,9393,12.4119,27.0465
11号井,200711,S2F2-S2F2,18,29.17,921,11091,1092,9999,12.5211,28.0464
11号井,200712,S2F2-S2F2,18,31,659,10995,1050,9945,12.6261,29.0409
11号井,200801,S2F2-S2F2,18,30.19,620,10802,982,9820,12.7243,30.0229
11号井,200802,S2F2-S2F2,18,29,1063,9768,933,8835,12.8176,30.9064
11号井,200803,S2F2-S2F2,18,31,496,10770,1006,9764,12.9182,31.8828
11号井,200804,S2F2-S2F2,18,30,499,10475,894,9581,13.0076,32.8409
11号井,200805,S2F2-S2F2,18,30.21,448,11035,930,10105,13.1006,33.8514
11号井,200806,S2F2-S2F2,18,30,511,10365,788,9577,13.1794,34.8091
11号井,200807,S2F2-S2F2,18,30.01,483,10047,736,9311,13.253,35.7402
11号井,200808,S2F2-S2F2,18,31,917,9793,767,9026,13.3297,36.6428
11号井,200809,S2F2-S2F2,18,29.2,888,7848,653,7195,13.395,37.3623
11号井,200810,S2F2-S2F2,18,30.22,987,9133,749,8384,13.4699,38.2007
11号井,200811,S2F2-S2F2,18,30,1072,9312,750,8562,13.5449,39.0569
11号井,200812,S2F2-S2F2,18,28.09,,8300,670,7630,13.6119,39.8199
11号井,200901,S2F2-S2F2,18,30.19,,8764,555,8209,13.6674,40.6408
11号井,200902,S2F2-S2F2,18,28,1655,7625,492,7133,13.7166,41.3541
11号井,200903,S2F2-S2F2,18,31,1599,8355,534,7821,13.77,42.1362
11号井,200904,S2F2-S2F2,18,30,1561,8240,512,7728,13.8212,42.909
11号井,200905,S2F2-S2F2,18,31,1730,8503,542,7961,13.8754,43.7051
11号井,200906,S2F2-S2F2,18,29.17,1384,8101,517,7584,13.9271,44.4635
11号井,200907,S2F2-S2F2,18,30.22,1686,8523,524,7999,13.9795,45.2634
11号井,200908,S2F2-S2F2,18,31,1523,8498,544,7954,14.0339,46.0588
11号井,200909,S2F2-S2F2,18,30,1676,8023,488,7535,14.0827,46.8123
11号井,200910,S2F2-S2F2,18,31,1535,8343,481,7862,14.1308,47.5985
11号井,200911,S2F2-S2F2,18,29.1,1150,7682,455,7227,14.1763,48.3212
11号井,200912,S2F2-S2F2,18,30.13,1050,7772,449,7323,14.2212,49.0535
11号井,201001,S2F2-S2F2,18,31,1148,8201,479,7722,14.2691,49.8257
11号井,201002,S2F2-S2F2,18,28,1074,7476,424,7052,14.3115,50.5309
11号井,201003,S2F2-S2F2,18,30.18,1362,8219,443,7776,14.3558,51.3085
11号井,201004,S2F2-S2F2,18,28.04,,7462,436,7026,14.3994,52.0111
11号井,201005,S2F2-S2F2,18,31,1045,8298,463,7835,14.4457,52.7946
11号井,201006,S2F2-S2F2,18,30,1090,8141,466,7675,14.4923,53.5621
11号井,201007,S2F2-S2F2,18,31,1522,8269,475,7794,14.5398,54.3415
11号井,201008,S2F2-S2F2,18,30.22,1320,8201,443,7758,14.5841,55.1173
11号井,201009,S2F2-S2F2,18,30,1373,8154,435,7719,14.6276,55.8892
11号井,201010,S2F2-S2F2,18,30.13,1471,8083,414,7669,14.669,56.6561
11号井,201011,S2F2-S2F2,18,29.1,1408,7538,363,7175,14.7053,57.3736
11号井,201012,S2F2-S2F2,18,30.15,1530,7717,376,7341,14.7429,58.1077
11号井,201101,S2F2-S2F2,18,31,1414,8025,400,7625,14.7829,58.8702
11号井,201102,S2F2-S2F2,18,28,1266,7427,352,7075,14.8181,59.5777
11号井,201103,S2F2-S2F2,18,30.21,948,8469,379,8090,14.856,60.3867
11号井,201104,S2F2-S2F2,18,29.18,902,8372,378,7994,14.8938,61.1861
11号井,201105,S2F2-S2F2,18,30.22,828,8713,409,8304,14.9347,62.0165
11号井,201106,S2F2-S2F2,18,30,928,8629,383,8246,14.973,62.8411
11号井,201107,S2F2-S2F2,18,30.22,1012,8990,378,8612,15.0108,63.7023
11号井,201108,S2F2-S2F2,18,31,1142,9043,355,8688,15.0463,64.5711
11号井,201109,S2F2-S2F2,18,30,1127,8748,322,8426,15.0785,65.4137
11号井,201110,S2F2-S2F2,18,31,1209,9038,350,8688,15.1135,66.2825
11号井,201111,S2F2-S2F2,18,30,1596,8633,383,8250,15.1518,67.1075
11号井,201112,S2F2-S2F2,18,31,1026,8965,359,8606,15.1877,67.9681
11号井,201201,S2F2-S2F2,18,31,1011,9004,380,8624,15.2257,68.8305
11号井,201202,S2F2-S2F2,18,29,1098,8435,367,8068,15.2624,69.6373
11号井,201203,S2F2-S2F2,18,30.21,1123,9017,381,8636,15.3005,70.5009
11号井,201204,S2F2-S2F2,18,25.22,1080,6981,301,6680,15.3306,71.1689
11号井,201205,S2F2-S2F2,18,31,1094,8020,340,7680,15.3646,71.9369
11号井,201206,S2F2-S2F2,18,30,1082,7853,324,7529,15.397,72.6898
11号井,201207,S2F2-S2F2,18,31,1107,8147,335,7812,15.4305,73.471
11号井,201208,S2F2-S2F2,18,30.15,1099,8198,342,7856,15.4647,74.2566
11号井,201209,S2F2-S2F2,18,30,1077,8097,340,7757,15.4987,75.0323
11号井,201210,S2F2-S2F2,18,31,1116,8253,346,7907,15.5333,75.823
11号井,201211,S2F2-S2F2,18,29.18,1130,7950,338,7612,15.5671,76.5842
